order_1based,external_file_order_key,official_source_file,modality,zero_run_type,start_index_inclusive,end_index_exclusive,length_native_steps,run_ratio_of_500,relative_start,relative_end,sample_zero_row_ratio,frozen_P_values,frozen_O_values,zero_context_3_positions_diagnostic_only,certified_missingness
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,19,20,1,0.002,0.038,0.04,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,29,30,1,0.002,0.058,0.06,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,31,32,1,0.002,0.062,0.064,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,35,36,1,0.002,0.07,0.072,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,39,40,1,0.002,0.078,0.08,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,41,42,1,0.002,0.082,0.084,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,54,56,2,0.004,0.108,0.112,0.826,2,2,2,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,57,58,1,0.002,0.114,0.116,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,59,60,1,0.002,0.118,0.12,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,67,68,1,0.002,0.134,0.136,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,89,90,1,0.002,0.178,0.18,0.826,2,2,1,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,94,96,2,0.004,0.188,0.192,0.826,2,2,2,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,interior_zero_candidate,97,99,2,0.004,0.194,0.198,0.826,2,2,2,False
12,附件3_未对齐版本_12,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_12.pkl,audio,suffix_zero_ambiguous,104,500,396,0.792,0.208,1.0,0.826,2,2,0,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,prefix_zero_ambiguous,0,1,1,0.002,0.0,0.002,0.782,2,2,0,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,3,4,1,0.002,0.006,0.008,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,5,6,1,0.002,0.01,0.012,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,8,9,1,0.002,0.016,0.018,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,11,12,1,0.002,0.022,0.024,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,14,15,1,0.002,0.028,0.03,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,29,30,1,0.002,0.058,0.06,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,32,33,1,0.002,0.064,0.066,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,39,40,1,0.002,0.078,0.08,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,42,43,1,0.002,0.084,0.086,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,49,50,1,0.002,0.098,0.1,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,60,61,1,0.002,0.12,0.122,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,64,65,1,0.002,0.128,0.13,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,69,70,1,0.002,0.138,0.14,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,73,74,1,0.002,0.146,0.148,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,96,97,1,0.002,0.192,0.194,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,98,99,1,0.002,0.196,0.198,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,105,106,1,0.002,0.21,0.212,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,107,108,1,0.002,0.214,0.216,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,109,110,1,0.002,0.218,0.22,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,114,115,1,0.002,0.228,0.23,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,116,117,1,0.002,0.232,0.234,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,121,122,1,0.002,0.242,0.244,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,125,126,1,0.002,0.25,0.252,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,131,132,1,0.002,0.262,0.264,0.782,2,2,1,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,interior_zero_candidate,133,135,2,0.004,0.266,0.27,0.782,2,2,2,False
13,附件3_未对齐版本_13,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_13.pkl,audio,suffix_zero_ambiguous,136,500,364,0.728,0.272,1.0,0.782,2,2,0,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,3,4,1,0.002,0.006,0.008,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,6,7,1,0.002,0.012,0.014,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,23,24,1,0.002,0.046,0.048,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,25,26,1,0.002,0.05,0.052,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,32,33,1,0.002,0.064,0.066,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,37,38,1,0.002,0.074,0.076,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,44,45,1,0.002,0.088,0.09,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,58,59,1,0.002,0.116,0.118,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,66,68,2,0.004,0.132,0.136,0.756,2,2,2,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,95,96,1,0.002,0.19,0.192,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,100,101,1,0.002,0.2,0.202,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,110,111,1,0.002,0.22,0.222,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,113,114,1,0.002,0.226,0.228,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,132,136,4,0.008,0.264,0.272,0.756,2,2,4,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,interior_zero_candidate,137,138,1,0.002,0.274,0.276,0.756,2,2,1,False
14,附件3_未对齐版本_14,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_14.pkl,audio,suffix_zero_ambiguous,141,500,359,0.718,0.282,1.0,0.756,2,2,0,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,5,6,1,0.002,0.01,0.012,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,10,12,2,0.004,0.02,0.024,0.726,2,2,2,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,14,15,1,0.002,0.028,0.03,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,17,18,1,0.002,0.034,0.036,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,21,22,1,0.002,0.042,0.044,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,26,27,1,0.002,0.052,0.054,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,32,33,1,0.002,0.064,0.066,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,34,35,1,0.002,0.068,0.07,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,44,47,3,0.006,0.088,0.094,0.726,2,2,3,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,54,56,2,0.004,0.108,0.112,0.726,2,2,2,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,57,58,1,0.002,0.114,0.116,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,62,63,1,0.002,0.124,0.126,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,65,67,2,0.004,0.13,0.134,0.726,2,2,2,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,77,78,1,0.002,0.154,0.156,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,82,83,1,0.002,0.164,0.166,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,89,90,1,0.002,0.178,0.18,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,100,102,2,0.004,0.2,0.204,0.726,2,2,2,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,115,116,1,0.002,0.23,0.232,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,132,134,2,0.004,0.264,0.268,0.726,2,2,2,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,140,143,3,0.006,0.28,0.286,0.726,2,2,3,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,146,147,1,0.002,0.292,0.294,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,149,150,1,0.002,0.298,0.3,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,interior_zero_candidate,167,168,1,0.002,0.334,0.336,0.726,2,2,1,False
15,附件3_未对齐版本_15,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_15.pkl,audio,suffix_zero_ambiguous,169,500,331,0.662,0.338,1.0,0.726,2,2,0,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,7,8,1,0.002,0.014,0.016,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,11,13,2,0.004,0.022,0.026,0.618,2,2,2,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,20,21,1,0.002,0.04,0.042,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,25,26,1,0.002,0.05,0.052,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,44,45,1,0.002,0.088,0.09,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,48,49,1,0.002,0.096,0.098,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,51,54,3,0.006,0.102,0.108,0.618,2,2,3,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,60,62,2,0.004,0.12,0.124,0.618,2,2,2,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,63,64,1,0.002,0.126,0.128,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,84,86,2,0.004,0.168,0.172,0.618,2,2,2,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,91,92,1,0.002,0.182,0.184,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,93,95,2,0.004,0.186,0.19,0.618,2,2,2,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,96,97,1,0.002,0.192,0.194,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,107,108,1,0.002,0.214,0.216,0.618,2,2,1,False
16,附件3_未对齐版本_16,E题数据/附件3-模态缺失特征样本/未对齐版本/附件3_未对齐版本_16.pkl,audio,interior_zero_candidate,110,111,1,0.002,0.22,0.222,0.618,2,2,1,False
